assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,Total Material,semiskilled,skilled,material,contingency,total,mandays
32004043694,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2549050,3201009008/IF/IAY/2113156,21-02-2018,17190,0,0,0,0,0  ,17190,
32004043715,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2539131,3201009008/IF/IAY/2111636,21-02-2018,17190,0,0,0,0,0  ,17190,
32004043689,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1997035,3201009008/IF/IAY/2117770,21-02-2018,17190,0,0,0,0,0  ,17190,
32004043730,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3506385,3201009008/IF/IAY/2109292,21-02-2018,17190,0,0,0,0,0  ,17190,
32004043791,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB2942811,3201009008/IF/IAY/1327105,29-03-2017,13680,0,0,0,0,0  ,13680,
32004043476,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1899878,3201009008/IF/IAY/2349462,21-02-2018,17190,0,0,0,0,0  ,17190,
32004043720,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1952738,3201009008/IF/IAY/2110123,21-02-2018,17190,0,0,0,0,0  ,17190,
32004043811,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1663179,3201009008/IF/IAY/963445,12-01-2017,13896,0,0,0,0,0  ,13896,
32004043831,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1627879,3201009008/IF/IAY/962674,28-01-2017,13896,0,0,0,0,0  ,13896,
32004043822,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1645469,3201009008/IF/IAY/962969,20-01-2017,13896,0,0,0,0,0  ,13896,
32003218525,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB3380376,3201009008/IF/IAY/1629748,07-08-2017,15840,0,0,0,0,0  ,15840,
32004043676,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2349098,3201009008/IF/IAY/2126806,21-02-2018,17190,0,0,0,0,0  ,17190,
32004043851,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1623266,3201009008/IF/IAY/962602,12-01-2017,13896,0,0,0,0,0  ,13896,
32003218477,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB3293198,3201009008/IF/IAY/1599819,07-08-2017,15300,0,0,0,0,0  ,15300,
32004043842,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1310782,3201009008/IF/IAY/956332,20-01-2017,13896,0,0,0,0,0  ,13896,
32002915954,IAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1496332,3201009008/IF/IAY/960590,20-01-2017,16056,0,0,0,0,0  ,16056,
32002915919,IAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1748720,3201009008/IF/IAY/964413,28-01-2017,15384,0,0,0,0,0  ,15384,
32004043866,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1045731,3201009008/IF/IAY/948353,12-01-2017,13896,0,0,0,0,0  ,13896,
32004043874,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2591823,3201009008/IF/IAY/2296921,21-02-2018,17190,0,0,0,0,0  ,17190,
32004044263,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2144633,3201009008/IF/IAY/2350253,21-02-2018,17190,0,0,0,0,0  ,17190,
32004044270,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2086293,3201009008/IF/IAY/2349731,21-02-2018,16044,0,0,0,0,0  ,16044,
32002916016,IAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1484201,3201009008/IF/IAY/960379,12-01-2017,13896,0,0,0,0,0  ,13896,
32004044276,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1885778,3201009008/IF/IAY/2349447,21-02-2018,17190,0,0,0,0,0  ,17190,
32004044296,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2763670,3201009008/IF/IAY/2298369,21-02-2018,17190,0,0,0,0,0  ,17190,
32004044282,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2781206,3201009008/IF/IAY/2299027,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048102,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2086621,3201009008/IF/IAY/2349733,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048108,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1855151,3201009008/IF/IAY/2349391,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048094,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2745126,3201009008/IF/IAY/2350839,21-02-2018,14516,0,0,0,0,0  ,14516,
32004044258,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1303372,3201009008/IF/IAY/956083,12-01-2017,9624,0,0,0,0,0  ,9624,
32004048119,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1342548,3201009008/IF/IAY/2348482,21-02-2018,17190,0,0,0,0,0  ,17190,
32002915894,IAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1775671,3201009008/IF/IAY/964715,21-01-2017,15384,0,0,0,0,0  ,15384,
32004048137,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB3987406,3201009008/IF/IAY/1604342,07-08-2017,16485,0,0,0,0,0  ,16485,
32002801359,Farm Pond,Farm Pond,Excavation of Farm pond on the Land of Nitish Hatishala,3201009008/WC/704010331462,08-05-2017,284019,21170,0,19170,2000,0  ,305189,
32002801367,Farm Pond,Farm Pond,Excavation of Farm pond on the Land of Ananta Biswas,3201009008/WC/704010331461,08-05-2017,125132,10370,0,8370,2000,0  ,135502,
32004048146,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB3355877,3201009008/IF/IAY/1558026,07-08-2017,16485,0,0,0,0,0  ,16485,
32004048133,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB2470339,3201009008/IF/IAY/1624901,07-08-2017,14400,0,0,0,0,0  ,14400,
32004048149,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB3399942,3201009008/IF/IAY/1529539,07-08-2017,14760,0,0,0,0,0  ,14760,
32002915797,IAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB2224183,3201009008/IF/IAY/989671,09-02-2017,15384,0,0,0,0,0  ,15384,
32004048157,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1483939,3201009008/IF/IAY/1372784,08-02-2017,14040,0,0,0,0,0  ,14040,
32004048128,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2757308,3201009008/IF/IAY/2298281,21-02-2018,14516,0,0,0,0,0  ,14516,
32004048198,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2591809,3201009008/IF/IAY/2296920,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048216,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3248069,3201009008/IF/IAY/2131045,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048224,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3465432,3201009008/IF/IAY/2125501,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048123,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2743927,3201009008/IF/IAY/2298556,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048244,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1889441,3201009008/IF/IAY/2119520,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048169,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1641122,3201009008/IF/IAY/962882,20-01-2017,13896,0,0,0,0,0  ,13896,
32004048233,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3612414,3201009008/IF/IAY/2121923,21-02-2018,17190,0,0,0,0,0  ,17190,
32004043890,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3823750,3201009008/IF/IAY/2126564,21-02-2018,14707,0,0,0,0,0  ,14707,
32004048270,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3473866,3201009008/IF/IAY/2111711,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048265,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2556566,3201009008/IF/IAY/2115793,21-02-2018,17190,0,0,0,0,0  ,17190,
32004111714,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB2323523,3201009008/IF/IAY/1371422,04-04-2017,14040,0,0,0,0,0  ,14040,
32004048219,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2541342,3201009008/IF/IAY/2130423,21-02-2018,17190,0,0,0,0,0  ,17190,
32004111737,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1203150,3201009008/IF/IAY/1367961,12-03-2017,14040,0,0,0,0,0  ,14040,
32004111744,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2184092,3201009008/IF/IAY/2130816,21-02-2018,14707,0,0,0,0,0  ,14707,
32004111774,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1666083,3201009008/IF/IAY/2115157,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048193,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2781861,3201009008/IF/IAY/2299039,21-02-2018,17190,0,0,0,0,0  ,17190,
32004111761,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1937553,3201009008/IF/IAY/2117722,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048209,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2397908,3201009008/IF/IAY/2131971,21-02-2018,17190,0,0,0,0,0  ,17190,
32004111788,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1868823,3201009008/IF/IAY/2111478,21-02-2018,17190,0,0,0,0,0  ,17190,
32004111818,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB2995130,3201009008/IF/IAY/1373149,29-03-2017,12600,0,0,0,0,0  ,12600,
32004111868,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2589950,3201009008/IF/IAY/2296896,21-02-2018,14707,0,0,0,0,0  ,14707,
32004111798,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1011804,3201009008/IF/IAY/1612201,07-08-2017,14400,0,0,0,0,0  ,14400,
32004048190,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2587334,3201009008/IF/IAY/2350646,21-02-2018,14707,0,0,0,0,0  ,14707,
32004111852,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1250682,3201009008/IF/IAY/1333459,30-03-2017,15480,0,0,0,0,0  ,15480,
32004111887,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2640732,3201009008/IF/IAY/2350719,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048275,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2578958,3201009008/IF/IAY/2109794,21-02-2018,17190,0,0,0,0,0  ,17190,
32004111914,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1956797,3201009008/IF/IAY/2120358,21-02-2018,17190,0,0,0,0,0  ,17190,
32004111929,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3484028,3201009008/IF/IAY/2118738,21-02-2018,17190,0,0,0,0,0  ,17190,
32004111896,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1665793,3201009008/IF/IAY/2349025,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048186,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3753372,3201009008/IF/IAY/2351643,21-02-2018,17190,0,0,0,0,0  ,17190,
32004123464,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1662465,3201009008/IF/IAY/1425719,13-08-2017,14220,0,0,0,0,0  ,14220,
32004123647,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2184236,3201009008/IF/IAY/2128843,21-02-2018,17190,0,0,0,0,0  ,17190,
32004123671,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1971753,3201009008/IF/IAY/2118336,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048175,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1569682,3201009008/IF/IAY/961597,20-01-2017,13896,0,0,0,0,0  ,13896,
32004123727,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2577870,3201009008/IF/IAY/2110013,21-02-2018,17190,0,0,0,0,0  ,17190,
32004123655,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3480158,3201009008/IF/IAY/2128291,21-02-2018,17190,0,0,0,0,0  ,17190,
32004123695,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3717886,3201009008/IF/IAY/2113807,21-02-2018,17190,0,0,0,0,0  ,17190,
32004357671,PMAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB2567009,3201009008/IF/IAY/1316524,04-04-2017,15840,0,0,0,0,0  ,15840,
32004048183,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB1307100,3201009008/IF/IAY/956216,12-01-2017,13896,0,0,0,0,0  ,13896,
32004357683,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1951976,3201009008/IF/IAY/2131018,21-02-2018,17190,0,0,0,0,0  ,17190,
32004123664,PMAY Housing,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2525464,3201009008/IF/IAY/2120248,21-02-2018,17190,0,0,0,0,0  ,17190,
32004357701,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1969081,3201009008/IF/IAY/2349547,21-02-2018,17190,0,0,0,0,0  ,17190,
32004048161,PMAY Housing,IAY Houses,Construction of IAY House -IAY REG. NO. WB2567946,3201009008/IF/IAY/1349892,30-03-2017,14040,0,0,0,0,0  ,14040,
32004357688,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2085183,3201009008/IF/IAY/2117052,21-02-2018,17190,0,0,0,0,0  ,17190,
32004357713,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2578182,3201009008/IF/IAY/2108587,21-02-2018,17190,0,0,0,0,0  ,17190,
32004357692,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2155149,3201009008/IF/IAY/2109336,21-02-2018,17190,0,0,0,0,0  ,17190,
32004357726,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1899368,3201009008/IF/IAY/2109783,21-02-2018,17190,0,0,0,0,0  ,17190,
32004357737,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3418669,3201009008/IF/IAY/2108912,21-02-2018,17190,0,0,0,0,0  ,17190,
32002801346,Farm Pond,Farm Pond,Excavation of Farm Pond on the L/O Sukumar Garai  at Modokpara.,3201009008/WC/704010322626,10-04-2017,182577,13070,0,11070,2000,0  ,195647,
32004357747,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1272338,3201009008/IF/IAY/2122999,05-06-2018,17381,0,0,0,0,0  ,17381,
32004357730,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3742908,3201009008/IF/IAY/2111769,21-02-2018,17190,0,0,0,0,0  ,17190,
32002801354,Farm Pond,Farm Pond,Excavation of Farm Pond on the L/O Kartik Ghosh  at Modokpara.,3201009008/WC/704010322661,10-04-2017,120832,10500,0,8500,2000,0  ,131332,
32005654423,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3767408,3201009008/IF/IAY/3243440,26-11-2019,17437,0,0,0,0,0  ,17437,
32004358107,PMAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB2575339,3201009008/IF/IAY/1316539,04-04-2017,13680,0,0,0,0,0  ,13680,
32002801292,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB3056344,3201009008/IF/IAY/1521277,07-08-2017,16200,0,0,0,0,0  ,16200,
32004358146,PMAY House,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2735848,3201009008/IF/IAY/2298477,21-02-2018,17190,0,0,0,0,0  ,17190,
32005654461,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3955548,3201009008/IF/IAY/3243452,26-11-2019,17437,0,0,0,0,0  ,17437,
32005654610,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4714330,3201009008/IF/IAY/3243469,28-11-2019,17437,0,0,0,0,0  ,17437,
32005654498,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4810728,3201009008/IF/IAY/3243454,26-11-2019,17437,0,0,0,0,0  ,17437,
32005654577,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3960250,3201009008/IF/IAY/3243460,26-11-2019,17437,0,0,0,0,0  ,17437,
32005654535,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4693207,3201009008/IF/IAY/3243455,26-11-2019,17437,0,0,0,0,0  ,17437,
32002496322,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2940259,3201009008/IF/IAY/1627628,07-08-2017,16200,0,0,0,0,0  ,16200,
32002496334,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2348698,3201009008/IF/IAY/1515929,07-08-2017,16200,0,0,0,0,0  ,16200,
32005654683,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4545750,3201009008/IF/IAY/3243475,26-11-2019,17437,0,0,0,0,0  ,17437,
32005654641,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4377920,3201009008/IF/IAY/3243471,26-11-2019,17437,0,0,0,0,0  ,17437,
32002496258,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB1641428,3201009008/IF/IAY/962891,20-01-2017,16104,0,0,0,0,0  ,16104,
32002796973,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB2740324,3201009008/IF/IAY/1626549,07-08-2017,16200,0,0,0,0,0  ,16200,
32005654752,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4599191,3201009008/IF/IAY/3243478,28-11-2019,17437,0,0,0,0,0  ,17437,
32005654721,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5288194,3201009008/IF/IAY/3243477,28-11-2019,17437,0,0,0,0,0  ,17437,
32005654835,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4908383,3201009008/IF/IAY/3243485,28-11-2019,17437,0,0,0,0,0  ,17437,
